Date,cdd_18-France,cdd_18-Germany,cdd_18-India,cdd_18-Indonesia,cdd_18-Italy,cdd_18-Japan,cdd_18-Korea,cdd_18-China,cdd_21-France,cdd_21-Germany,cdd_21-India,cdd_21-Indonesia,cdd_21-Italy,cdd_21-Japan,cdd_21-Korea,cdd_21-China,irradiance-France,irradiance-Germany,irradiance-India,irradiance-Indonesia,irradiance-Italy,irradiance-Japan,irradiance-Korea,irradiance-China,hdd_16-France,hdd_16-Germany,hdd_16-India,hdd_16-Indonesia,hdd_16-Italy,hdd_16-Japan,hdd_16-Korea,hdd_16-China,hdd_18-France,hdd_18-Germany,hdd_18-India,hdd_18-Indonesia,hdd_18-Italy,hdd_18-Japan,hdd_18-Korea,hdd_18-China,heat-France,heat-Germany,heat-India,heat-Indonesia,heat-Italy,heat-Japan,heat-Korea,heat-China,humidity-France,humidity-Germany,humidity-India,humidity-Indonesia,humidity-Italy,humidity-Japan,humidity-Korea,humidity-China,temperature-France,temperature-Germany,temperature-India,temperature-Indonesia,temperature-Italy,temperature-Japan,temperature-Korea,temperature-China,precipitation-France,precipitation-Germany,precipitation-India,precipitation-Indonesia,precipitation-Italy,precipitation-Japan,precipitation-Korea,precipitation-China
2019-03-31,0.0,0.0,228.6,245.8,0.0,0.8377,0.0,12.29,0.0,0.0,146.1,153.5,0.0,0.151,0.0,3.701,551562,389336,933488,775742,691359,650311,735956,757395,212.2,278.8,5.725,0.1088,166.1,223.5,274.3,170.2,274.2,340.8,8.523,0.3125,228.1,284.3,336.3,221.8,9.155,7.006,25.64,27.31,10.64,8.854,7.153,11.24,69.67,74.74,52.22,83.5,66.68,67.87,62.83,51.24,8.812,6.68,23.69,26.22,10.25,7.991,7.484,2.513,0.07895,0.1201,0.03395,0.3771,0.04816,0.1689,0.06494,0.05641
2019-04-30,0.047,0.06325,360.5,252.5,0.3195,4.632,1.206,52.61,0.0,0.0,272.0,163.1,0.0004588,0.5708,0.0004042,22.43,736873,717436,1005382,728385,777559,784062,769066,877922,160.1,181.3,2.404,0.07382,103.9,118.0,129.4,59.38,217.9,239.4,3.129,0.2461,161.1,168.3,184.2,90.31,10.74,10.02,31.47,28.48,12.64,12.54,11.9,16.86,69.36,63.95,49.83,84.68,73.91,69.15,67.18,52.41,10.32,9.714,28.38,26.47,12.06,11.65,11.52,9.801,0.109,0.05839,0.05107,0.4195,0.154,0.1713,0.1139,0.07968
2019-05-31,1.22,0.2601,431.8,261.6,1.656,49.87,39.93,113.9,0.04126,0.0,339.9,169.2,0.0,11.6,8.501,52.75,841027,733547,1017335,743364,832065,908661,972022,930383,101.8,149.1,1.729,0.1054,63.7,14.18,8.329,14.18,158.7,208.2,2.325,0.3104,115.3,30.99,27.93,25.13,12.92,11.29,34.24,28.43,14.33,18.61,18.39,21.12,71.12,71.28,50.56,83.63,75.73,69.29,63.87,53.82,12.52,11.09,30.12,26.51,13.73,17.27,17.52,13.47,0.1012,0.121,0.07873,0.275,0.1813,0.1458,0.09865,0.1114
2019-06-30,73.49,78.24,410.7,229.9,161.7,105.2,101.3,207.8,33.96,30.8,321.5,140.8,84.3,37.77,27.42,126.5,979491,961226,869678,653949,1096888,767152,876524,917092,18.69,3.587,0.8723,0.1042,1.63,3.123,0.04028,2.405,41.06,15.97,1.317,0.3045,4.214,8.798,0.423,4.692,19.14,20.09,36.05,26.94,23.4,21.24,21.36,25.88,68.35,63.92,62.42,83.82,66.59,81.49,78.55,61.39,18.75,19.85,29.88,25.94,22.4,19.8,20.42,18.03,0.1,0.08157,0.1864,0.3321,0.04693,0.3001,0.1887,0.169
2019-07-31,120.3,72.76,335.9,226.2,207.4,192.8,216.0,269.7,56.77,31.42,243.6,134.4,119.6,107.3,123.2,181.0,996876,826547,644224,730953,1019396,698551,709127,872941,0.6304,9.2,0.3122,0.1846,0.9943,0.21,0.0,1.586,4.744,29.59,0.52,0.4534,2.316,1.309,0.001584,2.757,21.77,19.39,33.67,26.17,24.93,25.19,25.77,29.44,60.58,64.34,77.41,80.91,67.26,85.72,84.0,66.05,21.49,18.99,27.38,25.48,23.97,23.17,23.99,20.01,0.05749,0.08385,0.4298,0.1747,0.09426,0.3303,0.3057,0.1919
2019-08-31,86.64,58.92,315.6,226.1,205.9,277.5,255.7,255.3,31.88,15.96,223.3,134.3,117.4,186.5,162.8,168.9,820915,712208,590537,805102,914954,717192,767145,820564,1.74,2.893,0.285,0.162,1.105,0.07788,0.0,1.573,10.64,15.45,0.5016,0.4044,2.455,0.4241,0.0,3.164,20.46,19.4,33.01,26.13,24.85,29.68,28.23,28.58,66.27,68.45,81.88,79.18,69.3,82.66,80.89,65.92,20.24,19.21,26.6,25.6,24.12,25.16,25.82,19.68,0.07843,0.103,0.4354,0.1342,0.06456,0.3121,0.1627,0.1641
2019-09-30,23.79,2.456,285.3,231.6,85.32,187.6,121.6,156.3,5.052,0.2589,196.2,142.4,26.61,105.6,49.57,85.31,618286,480178,583747,894567,689508,646310,555700,749841,18.42,57.31,0.4272,0.1484,6.328,1.092,0.06458,8.132,50.58,109.2,0.7438,0.3796,15.51,3.121,1.344,15.0,17.11,14.44,31.27,26.71,20.33,25.03,22.05,23.36,67.61,73.49,82.11,78.02,73.19,78.4,80.98,61.77,16.96,14.26,26.12,25.8,20.26,22.87,21.96,15.79,0.07111,0.1016,0.4022,0.1335,0.108,0.1903,0.3836,0.09607
2019-10-31,3.016,0.394,245.0,257.9,18.01,56.6,19.25,59.12,0.1675,0.0,153.7,165.6,1.31,18.77,3.902,28.6,329918,277619,661946,848141,484369,477739,545034,585015,81.24,150.8,2.374,0.1252,27.84,16.92,40.38,63.19,134.9,210.4,3.191,0.3403,60.28,36.59,80.64,93.86,13.75,11.23,27.15,27.58,16.64,18.65,16.02,17.01,82.14,83.39,75.9,81.33,77.79,76.53,72.57,60.88,13.68,10.99,24.3,26.0,16.75,17.94,16.59,8.461,0.1795,0.1294,0.1849,0.2794,0.1158,0.3263,0.1567,0.06149
2019-11-30,0.0009756,0.0,160.6,259.7,1.468,2.349,0.04685,14.86,0.0,0.0,79.33,170.3,0.01107,0.8281,0.0,3.903,203615,140620,651335,858295,264755,388760,409815,457019,246.0,316.4,4.882,0.09661,138.2,129.3,229.1,185.5,305.8,376.4,6.56,0.2791,193.4,184.5,288.4,231.7,7.805,5.454,23.51,28.5,11.6,11.93,8.387,10.77,86.4,89.11,72.49,80.82,82.03,69.99,67.15,57.98,7.561,5.4,21.64,26.58,11.77,11.42,10.05,1.223,0.2308,0.09849,0.05668,0.2149,0.361,0.1111,0.06565,0.02905
2019-12-31,0.0,0.0,73.87,255.4,0.0006191,1.025,0.0,3.519,0.0,0.0,32.88,163.0,0.0,0.1951,0.0,0.555,166251,99880,583970,746633,248925,298328,337560,405839,277.5,368.7,42.76,0.07529,237.0,264.1,423.2,352.4,339.5,430.7,67.53,0.2462,298.8,325.2,485.2,409.8,7.048,4.106,18.28,27.91,8.361,7.541,2.348,4.893,83.91,85.09,71.66,84.08,77.51,72.09,65.06,60.79,7.005,3.921,17.1,26.35,8.768,7.163,4.234,-5.64,0.1784,0.09047,0.03927,0.3879,0.1375,0.1584,0.04917,0.02251
2020-01-31,0.0,0.0,64.38,251.9,0.0,0.5975,0.0,4.057,0.0,0.0,30.34,159.6,0.0,0.09854,0.0,0.5411,191955,122541,645908,755881,319652,333832,354275,424850,301.5,378.4,37.16,0.06923,295.4,303.1,420.3,387.2,363.5,440.4,67.33,0.26,357.4,364.4,482.3,444.7,6.274,3.794,17.99,27.82,6.469,6.264,2.443,3.786,83.4,86.32,70.58,84.04,75.66,71.6,67.95,66.2,6.099,3.628,16.81,26.46,6.974,5.739,3.894,-6.393,0.08083,0.06632,0.05276,0.3552,0.02831,0.1611,0.1201,0.04375
2020-02-29,0.0,0.0,99.75,231.4,3.826e-06,0.5639,0.0,4.886,0.0,0.0,48.59,145.0,0.0,0.08994,0.0,0.6817,306107,216964,791306,765453,479410,480087,514894,575878,221.9,299.9,13.58,0.06271,205.0,279.6,367.4,278.1,279.9,357.9,26.43,0.2383,262.9,337.0,425.4,330.6,8.349,5.657,20.67,27.45,8.933,6.4,3.331,6.768,77.32,78.21,60.98,83.88,68.67,69.68,67.6,57.47,8.113,5.37,19.38,26.43,8.971,5.563,4.394,-2.737,0.1286,0.1976,0.0316,0.3917,0.03249,0.14,0.08776,0.04345
2020-03-31,0.0,0.0,207.6,256.2,0.0,0.9333,0.0,16.55,0.0,0.0,123.2,163.8,0.0,0.1392,0.0,4.352,525831,466522,893783,758409,607480,630430,738246,737349,238.1,317.9,5.375,0.06641,204.2,205.1,255.2,165.3,300.1,379.9,7.475,0.2586,266.2,265.7,317.2,213.2,8.32,5.746,24.97,28.14,9.412,9.46,7.769,11.66,72.72,68.88,60.18,84.34,72.61,70.01,62.37,52.25,8.114,5.383,23.05,26.5,9.234,8.742,8.022,3.13,0.1093,0.08195,0.05712,0.4341,0.1311,0.2011,0.0597,0.06091
2020-04-30,0.002972,0.0,325.5,252.9,0.1441,1.013,0.7551,30.79,0.0,0.0,237.2,163.6,0.0,0.08829,0.0,10.97,784325,805757,992373,727040,855698,800551,912108,902197,84.55,149.9,2.839,0.06217,85.78,133.6,150.6,77.23,141.1,209.6,3.671,0.2443,141.8,190.9,208.7,114.8,13.3,11.01,30.09,28.56,13.28,11.67,11.07,15.21,65.47,55.85,53.33,84.45,67.52,66.96,59.41,48.35,12.94,10.46,27.21,26.55,12.7,10.73,10.67,8.418,0.08575,0.02764,0.06248,0.4605,0.07924,0.1811,0.06178,0.06263
2020-05-31,14.85,1.127,393.0,265.0,26.16,43.93,22.72,143.3,1.225,0.001952,301.2,172.7,2.455,4.435,1.192,76.16,916421,817075,994412,686144,946223,803974,834409,952999,50.76,116.1,1.515,0.0575,12.58,15.41,10.4,12.73,88.62,172.8,2.125,0.2356,34.13,31.24,36.06,22.49,15.62,12.46,33.37,28.85,17.74,18.41,17.57,22.37,67.27,64.41,56.25,84.39,68.66,76.53,76.3,54.67,15.47,12.01,29.35,26.76,17.1,16.84,16.67,14.27,0.1041,0.06675,0.09684,0.3836,0.0901,0.1846,0.1354,0.1127
2020-06-30,36.01,25.79,341.6,237.8,82.6,139.8,141.6,217.5,11.4,3.864,252.5,148.6,28.44,61.84,58.31,135.6,875204,802205,751926,654785,1000229,749122,833603,904104,19.61,22.68,0.631,0.1079,5.411,1.43,0.001131,2.569,48.27,48.45,1.007,0.3319,13.62,4.048,0.1029,4.81,17.59,17.24,34.06,27.35,20.31,22.59,22.73,26.53,71.53,70.49,72.82,84.18,70.5,82.36,79.39,61.59,17.1,16.99,27.95,26.04,19.69,20.96,21.66,18.17,0.1273,0.1401,0.2984,0.3525,0.1249,0.3581,0.272,0.1846
2020-07-31,85.8,35.61,331.0,229.0,182.5,181.3,160.1,244.3,33.12,6.106,238.6,137.2,95.65,94.8,71.1,155.6,960161,777386,659421,667822,1046812,615236,588015,859999,1.158,8.912,0.2683,0.1428,1.219,0.1041,0.0005857,1.345,9.863,31.29,0.4728,0.4051,2.784,0.8029,0.03979,2.384,20.46,18.14,34.07,26.26,23.96,24.16,23.2,27.79,61.65,65.82,79.7,83.76,66.39,87.25,87.1,66.32,20.25,17.79,27.37,25.6,23.21,22.74,22.33,20.08,0.03099,0.08822,0.3852,0.3395,0.05378,0.5265,0.466,0.1926
2020-08-31,114.6,94.0,314.4,242.4,202.8,306.7,263.5,263.8,54.14,41.07,221.9,150.3,116.6,214.9,170.5,176.9,810928,697954,565791,772308,900311,799988,636206,800697,3.882,4.537,0.2062,0.1452,1.41,0.1421,0.0,1.872,12.94,18.68,0.3823,0.4061,3.131,0.3873,0.0,3.584,21.31,20.43,33.1,27.02,24.74,31.42,28.4,29.44,65.13,66.96,82.95,81.32,68.39,80.99,86.67,67.07,20.89,20.09,26.7,25.98,24.02,25.96,26.21,19.6,0.0787,0.1217,0.4504,0.226,0.1022,0.1679,0.3792,0.1927
2020-09-30,44.14,10.87,308.4,238.9,101.1,170.6,85.53,133.3,11.67,1.353,219.2,149.8,40.26,91.96,22.73,67.71,613643,519427,683495,753747,693924,573673,594779,670451,27.96,50.26,0.5602,0.1048,11.66,1.151,0.09422,9.114,52.48,92.1,0.9412,0.3282,22.35,3.68,1.713,17.58,17.72,15.29,32.94,27.16,20.63,24.44,20.82,22.44,68.79,72.36,79.13,82.89,71.37,79.87,78.25,65.5,17.41,15.04,26.8,25.92,20.44,22.52,20.82,15.22,0.08777,0.07189,0.2704,0.3583,0.1163,0.2872,0.3248,0.1429
2020-10-31,0.2796,0.0001245,270.9,248.1,8.451,30.24,5.955,37.93,0.0006561,0.0,179.4,156.0,1.637,5.909,0.173,15.05,323248,240370,712727,774858,471037,490593,593000,572661,127.0,172.2,1.929,0.1104,72.98,36.78,73.41,72.3,187.1,234.1,2.656,0.3422,120.8,69.32,122.6,109.3,11.97,10.45,28.81,27.39,14.38,16.74,14.24,15.74,81.9,84.19,69.21,82.6,76.33,72.82,65.14,56.83,11.64,10.34,25.22,26.21,14.51,16.68,15.0,8.124,0.1822,0.1218,0.1328,0.3485,0.1582,0.1934,0.02346,0.05528
2020-11-30,0.004001,0.02746,132.8,243.2,0.1326,5.787,0.9971,19.43,0.0,0.0,63.51,154.0,0.0001485,1.159,0.003072,6.583,256865,158884,675398,738071,324590,380947,412223,453706,198.3,284.6,5.602,0.08962,147.6,113.3,229.4,185.0,257.8,343.8,10.61,0.2994,205.0,165.0,286.7,231.1,9.408,6.541,22.36,27.64,11.17,12.69,8.475,10.95,82.23,86.4,65.15,83.84,79.48,71.65,64.81,57.78,9.328,6.37,20.83,26.28,11.65,12.29,9.738,1.338,0.04982,0.03866,0.05077,0.4161,0.07775,0.1277,0.05916,0.03299
2020-12-31,0.0,0.0,72.78,234.5,0.001522,0.9608,0.0,1.936,0.0,0.0,28.85,142.3,0.0,0.1954,0.0,0.1028,138972,85574,636363,694572,219491,317327,373173,400447,301.5,388.2,28.52,0.09333,266.5,308.3,484.3,408.2,363.5,450.2,48.63,0.31,328.4,369.6,546.3,466.7,6.275,3.477,18.83,26.51,7.406,6.108,0.3768,3.007,86.88,88.96,66.59,84.53,82.43,70.02,60.46,60.37,6.011,3.202,17.67,26.1,7.899,5.807,2.29,-6.503,0.2015,0.108,0.03788,0.4122,0.2305,0.1325,0.02519,0.01535
2021-01-31,0.0,0.0,75.93,224.9,0.0003652,0.3825,0.0,0.9869,0.0,0.0,34.46,132.8,0.0,0.0241,0.0,0.007298,172112,109978,667864,665691,267371,352410,404564,465940,368.9,463.1,36.51,0.09251,326.6,374.1,529.5,422.1,430.9,525.1,62.48,0.3157,388.6,435.6,591.5,481.5,4.101,1.063,18.48,25.81,5.464,3.961,-1.081,2.498,84.47,87.4,67.53,84.98,77.45,70.67,63.99,53.68,3.796,0.7588,17.58,25.85,5.971,3.425,0.801,-6.974,0.1627,0.1364,0.03536,0.4458,0.1697,0.1428,0.05765,0.0164
2021-02-28,0.0,0.0,109.5,209.5,0.0,0.5582,0.0,5.034,0.0,0.0,50.67,126.3,0.0,0.03419,0.0,0.3477,333133,261877,833689,772499,447675,519535,554468,583196,249.1,380.5,7.525,0.1092,215.4,266.1,359.0,235.0,305.1,436.5,14.6,0.3387,271.4,321.5,415.0,283.3,7.104,2.41,21.47,26.27,8.308,6.538,3.179,8.061,78.19,80.2,56.45,83.58,76.3,68.06,61.63,52.91,7.161,1.816,20.2,26.08,8.431,5.595,4.198,-1.239,0.1032,0.09056,0.01444,0.3245,0.08546,0.1616,0.03487,0.03963
2021-03-31,0.03657,0.0,264.4,239.4,0.0,1.068,0.0,19.26,0.0,0.0,173.9,147.3,0.0,0.1909,0.0,6.695,569974,454311,959416,759951,673898,630487,675547,717504,251.3,334.5,4.117,0.13,215.1,167.3,226.3,164.5,313.1,396.4,5.124,0.3864,276.9,226.9,288.3,212.5,7.902,5.212,26.86,26.84,9.067,10.71,8.7,11.77,70.39,73.26,49.73,84.19,68.49,71.31,70.16,53.26,7.669,4.852,24.85,25.97,8.759,9.532,8.721,4.104,0.05852,0.07987,0.02533,0.4474,0.06487,0.1823,0.1256,0.05409
2021-04-30,0.09287,0.0,342.8,241.8,0.4137,2.263,2.874,33.96,1.07e-05,0.0,254.3,152.5,0.003021,0.2702,0.0429,13.42,809660,682017,1021957,784524,793953,784030,834351,835740,202.1,288.4,3.064,0.1229,140.6,87.34,86.6,67.05,261.3,348.4,3.85,0.3673,198.1,138.2,138.4,104.3,9.292,6.387,30.52,27.55,11.41,13.47,13.48,15.69,62.48,67.43,47.43,82.75,70.36,67.67,63.92,53.66,9.197,6.132,27.52,26.28,10.97,12.28,12.78,8.051,0.06167,0.07009,0.04919,0.3125,0.1049,0.189,0.09826,0.07584
2021-05-31,2.529,1.907,356.9,259.1,9.291,40.44,19.74,127.2,0.08788,0.02554,265.2,166.8,0.271,5.711,2.176,65.05,814115,749554,919707,694908,949481,733470,828821,933953,112.2,162.0,1.745,0.08578,30.45,17.46,25.21,13.87,167.7,220.4,2.4,0.3042,67.46,36.18,58.03,24.75,12.67,10.95,32.05,28.3,16.12,18.14,16.76,21.89,71.78,73.06,61.37,83.9,69.5,78.38,74.15,56.25,12.36,10.76,28.08,26.44,15.65,16.59,16.26,14.0,0.1507,0.165,0.1567,0.3645,0.09229,0.2829,0.1845,0.1314
2021-06-30,55.87,56.16,336.8,235.7,144.9,118.9,120.5,215.9,16.8,18.02,247.6,146.6,69.04,42.07,39.62,134.2,881377,872100,770625,695366,1056302,810691,841801,913063,6.862,4.011,0.645,0.1507,1.877,1.236,0.004174,2.726,24.08,18.73,1.021,0.422,4.318,3.768,0.4809,5.181,19.06,19.25,33.31,27.17,22.76,21.87,22.0,26.35,73.67,69.33,72.07,83.4,66.54,80.98,80.62,61.86,18.63,18.99,27.71,26.02,21.87,20.56,21.14,18.31,0.1576,0.1494,0.2504,0.2948,0.05106,0.2512,0.1476,0.1626
2021-07-31,57.82,30.26,332.8,236.5,196.2,234.8,272.6,280.4,19.42,2.687,240.4,144.6,109.8,144.4,179.6,190.3,839832,734460,636081,693316,1015525,788623,777335,883325,2.444,3.131,0.2708,0.16,1.43,0.07224,0.0,1.161,14.72,16.57,0.489,0.4414,3.041,0.3687,0.0,1.923,19.39,18.44,33.65,26.69,24.41,26.75,28.82,29.95,74.07,75.44,78.8,82.2,66.0,83.81,82.85,66.1,19.06,18.47,27.28,25.92,23.81,24.48,25.77,21.08,0.1348,0.1654,0.3877,0.2852,0.09095,0.2492,0.2489,0.1909
2021-08-31,45.82,13.89,314.0,235.0,193.5,251.7,228.4,236.2,15.71,2.459,221.7,143.1,110.1,162.2,135.9,150.4,755587,608607,649472,714907,917996,659924,638662,782971,4.145,18.02,0.2893,0.153,2.356,0.1945,0.0,1.934,24.66,55.64,0.5278,0.4282,4.697,0.8536,0.0007403,3.706,18.7,16.65,32.65,26.56,24.42,28.13,26.18,27.77,72.46,77.96,79.56,83.33,64.88,83.25,82.65,67.78,18.49,16.51,26.77,25.74,23.85,24.67,25.1,19.02,0.06247,0.1541,0.2879,0.3535,0.06189,0.4549,0.3761,0.186
2021-09-30,36.94,5.034,290.4,233.3,97.35,137.6,122.0,180.3,7.547,0.007536,201.2,144.2,31.93,61.13,37.33,107.5,598967,491041,618112,739221,694503,602789,575204,730034,15.84,38.83,0.3979,0.1227,4.021,1.021,7.056e-05,6.556,39.77,79.99,0.7078,0.3624,9.234,3.642,0.07143,12.47,17.91,15.5,31.7,26.94,20.94,22.57,22.07,24.85,76.04,78.56,82.28,83.4,70.68,79.42,79.28,64.68,17.62,15.33,26.19,25.86,20.73,21.94,22.09,16.1,0.1074,0.06453,0.3323,0.3978,0.07929,0.2455,0.2251,0.1297
2021-10-31,0.9713,0.07988,263.5,254.1,9.813,61.01,38.89,59.84,0.01044,0.0,172.1,161.9,1.06,23.01,10.36,32.62,407003,288080,720047,818079,460368,516176,533331,555107,122.3,188.6,2.187,0.1043,72.27,38.48,76.75,78.71,180.1,249.8,2.913,0.3356,117.9,68.79,110.7,115.0,12.22,9.944,28.68,27.85,14.51,17.77,15.68,16.44,78.71,81.09,72.63,82.25,73.96,74.26,72.3,61.85,12.08,9.84,24.88,26.46,14.71,17.33,16.5,8.207,0.113,0.08332,0.1427,0.3086,0.1416,0.1602,0.07219,0.08488
2021-11-30,7.338e-05,0.0,133.0,233.5,1.627,2.063,0.1085,11.11,0.0,0.0,60.41,144.3,0.01785,0.5682,0.0,3.461,219187,125994,623242,713568,281100,390807,427841,462467,275.0,329.8,4.887,0.08151,149.3,122.2,223.6,202.7,335.0,389.8,7.484,0.2917,204.0,177.9,282.9,252.7,6.833,5.006,22.39,27.04,11.26,12.14,8.572,9.948,85.28,88.75,69.15,84.03,81.58,71.11,68.05,59.11,6.611,5.096,20.84,26.22,11.54,12.03,9.938,-0.1421,0.09797,0.07876,0.09732,0.4511,0.2294,0.1994,0.0771,0.04119
2021-12-31,0.0,0.0,71.93,241.8,0.0,0.6817,0.0,2.152,0.0,0.0,28.39,149.6,0.0,0.1019,0.0,0.1883,164059,80179,610550,694534,250536,322675,366826,407334,303.6,399.2,22.42,0.08863,287.6,297.6,442.6,347.1,365.6,461.2,43.26,0.308,349.6,358.9,504.6,405.5,6.206,3.123,19.01,27.03,6.724,6.443,1.722,4.988,86.51,89.6,69.76,84.56,77.69,70.8,63.62,59.14,5.952,2.677,17.59,26.2,7.318,6.332,3.706,-5.244,0.1526,0.1085,0.03816,0.4379,0.1169,0.1477,0.01955,0.01902
2022-01-31,0.0,0.0,56.75,237.7,0.0,0.3781,0.0,1.396,0.0,0.0,24.45,145.6,0.0,0.01704,0.0,0.1044,217466,112939,643704,727300,324822,367154,429181,425506,366.0,403.0,40.69,0.1335,313.8,386.9,525.1,402.6,428.0,465.0,71.11,0.4044,375.8,448.3,587.1,461.6,4.194,3.0,17.61,26.71,5.879,3.551,-0.9402,3.155,82.67,86.72,71.88,84.06,72.56,69.32,57.91,63.33,3.947,2.893,16.48,26.0,6.244,3.563,0.9469,-6.75,0.07302,0.09363,0.05437,0.365,0.04756,0.1257,0.01595,0.03514
2022-02-28,0.0,0.0,89.05,210.7,0.0,0.2913,0.0,0.6885,0.0,0.0,41.87,127.6,0.0,0.005636,0.0,0.06042,322079,231801,814557,727182,467811,490972,580615,562431,245.8,311.9,13.57,0.1218,226.0,346.2,451.5,359.8,301.8,367.9,26.9,0.3664,282.0,401.7,507.5,414.3,7.222,4.862,20.32,26.38,7.927,3.664,-0.1242,3.227,77.33,78.02,60.13,83.75,70.29,67.91,54.53,58.97,6.939,4.559,19.14,25.93,7.924,3.442,1.11,-5.935,0.07336,0.1503,0.03619,0.4374,0.06119,0.1229,0.01611,0.04839
2022-03-31,0.0,0.0,273.5,246.8,0.0,0.9886,0.0,22.49,0.0,0.0,183.8,154.6,0.0,0.155,0.0,7.011,555242,530013,952571,779969,659046,625328,643736,734885,216.2,318.9,3.507,0.1102,234.4,208.0,262.2,156.0,278.2,380.9,4.473,0.3554,296.4,268.3,324.0,201.8,9.026,5.712,27.48,27.43,8.437,9.377,7.549,12.22,68.24,61.54,50.77,83.77,65.02,70.98,67.73,51.42,8.764,5.224,25.26,26.26,8.139,8.42,7.718,4.498,0.07728,0.02472,0.01821,0.3837,0.05915,0.168,0.114,0.06602
2022-04-30,0.2162,0.0,379.1,242.4,0.08276,12.15,4.914,52.02,0.002258,0.0,290.3,153.2,0.0,1.089,0.1388,21.01,724906,643697,1008771,776743,852925,784159,868009,893539,155.6,233.8,1.677,0.09851,113.0,80.24,86.68,58.85,214.5,293.8,2.28,0.3304,170.9,122.3,135.1,89.62,10.86,8.208,32.41,27.71,12.31,14.33,13.66,16.82,70.22,68.55,49.24,83.09,68.96,71.46,65.23,48.21,10.52,7.798,28.95,26.42,11.77,13.08,13.07,9.547,0.1033,0.09955,0.0619,0.3323,0.08309,0.1866,0.08171,0.08066
2022-05-31,26.84,10.06,402.9,256.8,60.8,39.68,35.39,100.9,5.723,1.169,311.0,164.6,17.95,5.872,4.762,45.29,909865,822190,965114,703228,967321,811585,998983,913729,34.86,60.57,1.089,0.1091,14.74,21.53,12.29,19.26,70.92,106.6,1.613,0.3528,34.49,42.69,31.53,33.84,16.58,14.89,34.05,28.23,18.85,17.9,18.12,20.28,66.99,65.91,57.2,83.46,71.24,73.95,63.69,54.88,16.35,14.46,29.58,26.55,17.98,16.74,17.28,14.27,0.06021,0.07932,0.1195,0.3443,0.0786,0.2081,0.01228,0.1265
2022-06-30,73.5,47.97,380.1,223.7,184.9,135.1,138.7,229.3,31.28,13.76,290.9,134.7,100.9,68.29,64.22,147.1,946681,908309,835828,675424,1064701,790859,803239,909167,4.606,9.833,0.6702,0.1593,1.28,5.146,0.1692,2.336,20.18,28.93,1.026,0.4439,2.753,11.66,1.573,4.42,19.79,18.63,34.68,26.32,24.18,22.63,22.76,26.93,67.31,64.58,65.45,83.96,63.96,82.14,80.16,61.3,19.58,18.34,29.0,25.86,23.36,20.37,21.56,18.96,0.1456,0.1062,0.2251,0.3659,0.06321,0.269,0.2003,0.1889
2022-07-31,133.5,68.73,326.0,234.1,252.1,254.2,257.5,294.0,64.01,25.28,233.6,142.2,161.8,162.8,164.5,204.0,1056558,842199,611815,664991,1073694,762380,755041,928459,0.5799,3.345,0.1951,0.1613,0.5053,0.02134,0.0,1.173,4.272,19.23,0.3686,0.4558,1.235,0.1653,0.0,2.002,22.2,19.6,33.61,26.61,26.64,27.95,27.67,30.84,57.1,59.99,82.33,83.1,61.41,84.37,83.53,62.29,21.89,19.19,26.83,25.79,25.31,24.61,25.57,21.13,0.0244,0.06868,0.4637,0.3379,0.04367,0.2883,0.249,0.1521
2022-08-31,137.8,90.4,314.8,233.5,209.6,272.0,231.1,288.7,61.7,30.06,222.5,141.5,121.0,180.8,141.2,204.1,849230,742259,643858,727082,892159,704501,628294,828963,0.2877,0.5395,0.2156,0.1737,0.9637,0.008927,0.0,1.972,1.575,6.126,0.412,0.477,2.177,0.164,0.02075,4.506,22.43,20.72,32.94,26.47,25.0,29.54,27.32,30.51,60.74,62.43,82.15,82.77,66.86,81.69,82.69,66.33,22.05,20.33,26.59,25.74,24.17,25.38,25.49,20.2,0.07263,0.08018,0.3757,0.3394,0.08997,0.2888,0.3051,0.1405
2022-09-30,35.78,8.641,292.6,231.5,92.21,179.1,110.0,157.5,9.748,0.8835,203.5,142.4,38.14,97.66,45.88,87.55,591226,472340,673791,781118,672136,616742,649027,743480,43.03,90.6,0.5459,0.1532,11.56,0.9111,0.2241,7.919,74.24,136.4,0.9467,0.4278,25.67,2.639,2.63,14.49,16.72,13.74,31.71,26.78,20.27,24.53,21.63,23.27,71.77,76.74,80.36,82.63,70.05,79.5,75.77,60.52,16.55,13.5,26.25,25.94,20.23,22.87,21.55,15.78,0.1405,0.1566,0.283,0.325,0.1359,0.2847,0.2302,0.09445
2022-10-31,7.651,0.1096,240.1,232.9,18.49,35.81,12.03,53.55,0.4715,0.0,148.7,140.9,0.8787,11.27,3.072,27.27,392100,305491,709776,742382,518990,503045,565619,591238,33.52,98.32,2.41,0.1151,11.03,39.8,75.72,72.98,73.88,158.2,3.206,0.3639,34.15,71.42,124.7,108.3,15.86,12.9,26.95,26.45,17.49,16.86,14.37,16.41,79.51,83.16,72.7,84.06,76.41,73.3,69.82,59.24,15.84,12.65,24.12,26.07,17.44,16.72,15.01,7.809,0.1041,0.09009,0.166,0.4127,0.06378,0.1433,0.0865,0.06057
